movieId,title,genres
283,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
284,Backbeat (1993),Drama|Musical
285,Bitter Moon (1992),Drama|Film-Noir|Romance
286,Bullets Over Broadway (1994),Comedy
287,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
288,"Client, The (1994)",Drama|Mystery|Thriller
289,"Corrina, Corrina (1994)",Comedy|Drama|Romance
290,Crooklyn (1994),Comedy|Drama
291,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
292,Cobb (1994),Drama
293,"Flintstones, The (1994)",Children|Comedy|Fantasy
294,Forrest Gump (1994),Comedy|Drama|Romance|War
295,Four Weddings and a Funeral (1994),Comedy|Romance
296,Higher Learning (1995),Drama
297,I Like It Like That (1994),Comedy|Drama|Romance
298,I Love Trouble (1994),Action|Comedy
299,It Could Happen to You (1994),Comedy|Drama|Romance
300,"Jungle Book, The (1994)",Adventure|Children|Romance
301,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
302,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
303,Little Buddha (1993),Drama
304,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
305,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
306,Maverick (1994),Adventure|Comedy|Western
307,Mrs. Parker and the Vicious Circle (1994),Drama
308,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
309,"Paper, The (1994)",Comedy|Drama
310,Reality Bites (1994),Comedy|Drama|Romance
311,Red Rock West (1992),Thriller
312,Richie Rich (1994),Children|Comedy
313,"River Wild, The (1994)",Action|Thriller
314,Speed (1994),Action|Romance|Thriller
315,Speechless (1994),Comedy|Romance
316,Timecop (1994),Action|Sci-Fi|Thriller
317,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
318,When a Man Loves a Woman (1994),Drama|Romance
319,Wolf (1994),Drama|Horror|Romance|Thriller
320,Wyatt Earp (1994),Western
321,Bad Company (1995),Action|Crime|Drama
322,"Man of No Importance, A (1994)",Drama
323,S.F.W. (1994),Drama
324,"Low Down Dirty Shame, A (1994)",Action|Comedy
325,Boys Life (1995),Drama
326,"Colonel Chabert, Le (1994)",Drama|Romance|War
327,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
328,Jason's Lyric (1994),Crime|Drama
329,Street Fighter (1994),Action|Adventure|Fantasy
330,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
331,Federal Hill (1994),Drama
332,In the Mouth of Madness (1995),Horror|Thriller
333,8 Seconds (1994),Drama
334,Above the Rim (1994),Crime|Drama
335,Addams Family Values (1993),Children|Comedy|Fantasy
336,"Age of Innocence, The (1993)",Drama
337,Airheads (1994),Comedy
338,"Air Up There, The (1994)",Comedy
339,Another Stakeout (1993),Comedy|Thriller
340,Bad Girls (1994),Western
341,Barcelona (1994),Comedy|Romance
342,Being Human (1993),Drama
343,"Beverly Hillbillies, The (1993)",Comedy
344,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
345,Black Beauty (1994),Adventure|Children|Drama
346,Blink (1994),Thriller
347,Blown Away (1994),Action|Thriller
348,Blue Chips (1994),Drama
349,Blue Sky (1994),Drama|Romance
350,Body Snatchers (1993),Horror|Sci-Fi|Thriller
351,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
352,"Bronx Tale, A (1993)",Drama
353,Cabin Boy (1994),Comedy
354,Calendar Girl (1993),Comedy|Drama
355,Carlito's Way (1993),Crime|Drama
356,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
357,Clean Slate (1994),Comedy
358,Cliffhanger (1993),Action|Adventure|Thriller
359,Coneheads (1993),Comedy|Sci-Fi
360,Color of Night (1994),Drama|Thriller
361,Cops and Robbersons (1994),Comedy
362,"Cowboy Way, The (1994)",Action|Comedy|Drama
363,Dave (1993),Comedy|Romance
364,Dazed and Confused (1993),Comedy
365,Demolition Man (1993),Action|Adventure|Sci-Fi
366,Even Cowgirls Get the Blues (1993),Comedy|Romance
367,Fatal Instinct (1993),Comedy
368,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
369,Fearless (1993),Drama
370,Fear of a Black Hat (1994),Comedy
371,With Honors (1994),Comedy|Drama
372,Flesh and Bone (1993),Drama|Mystery|Romance
373,Widows' Peak (1994),Drama
374,For Love or Money (1993),Comedy|Romance
375,"Firm, The (1993)",Drama|Thriller
376,Free Willy (1993),Adventure|Children|Drama
377,Fresh (1994),Crime|Drama|Thriller
378,"Fugitive, The (1993)",Thriller
379,Geronimo: An American Legend (1993),Drama|Western
380,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
381,Getting Even with Dad (1994),Comedy
382,Go Fish (1994),Drama|Romance
383,Hard Target (1993),Action|Adventure|Crime|Thriller
384,Hot Shots! Part Deux (1993),Action|Comedy|War
385,Live Nude Girls (1995),Comedy
386,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
387,"House of the Spirits, The (1993)",Drama|Romance
388,House Party 3 (1994),Comedy
389,"Hudsucker Proxy, The (1994)",Comedy
390,I'll Do Anything (1994),Comedy|Drama
391,In the Army Now (1994),Comedy|War
392,In the Line of Fire (1993),Action|Thriller
393,In the Name of the Father (1993),Drama
394,"Inkwell, The (1994)",Comedy|Drama
395,What's Love Got to Do with It? (1993),Drama|Musical
396,Jimmy Hollywood (1994),Comedy|Crime|Drama
397,Judgment Night (1993),Action|Crime|Thriller
398,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
399,Kalifornia (1993),Drama|Thriller
400,Killing Zoe (1994),Crime|Drama|Thriller
401,Lassie (1994),Adventure|Children
402,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
403,Life with Mikey (1993),Comedy
404,Lightning Jack (1994),Comedy|Western
405,M. Butterfly (1993),Drama|Romance
406,Made in America (1993),Comedy
407,Malice (1993),Thriller
408,"Man Without a Face, The (1993)",Drama
409,Manhattan Murder Mystery (1993),Comedy|Mystery
410,Menace II Society (1993),Action|Crime|Drama
411,Executive Decision (1996),Action|Adventure|Thriller
412,In the Realm of the Senses (Ai no corrida) (1976),Drama
413,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
414,Much Ado About Nothing (1993),Comedy|Romance
415,Mr. Wonderful (1993),Comedy|Romance
416,Mrs. Doubtfire (1993),Comedy|Drama
417,Naked (1993),Drama
418,"Next Karate Kid, The (1994)",Action|Children|Romance
419,No Escape (1994),Action|Drama|Sci-Fi
420,North (1994),Comedy
421,Orlando (1992),Drama|Fantasy|Romance
422,"Perfect World, A (1993)",Crime|Drama|Thriller
423,Philadelphia (1993),Drama
424,"Piano, The (1993)",Drama|Romance
425,Poetic Justice (1993),Drama
426,"Program, The (1993)",Action|Drama
427,"Puppet Masters, The (1994)",Horror|Sci-Fi
428,Radioland Murders (1994),Comedy|Mystery|Romance
429,"Ref, The (1994)",Comedy
430,"Remains of the Day, The (1993)",Drama|Romance
431,Renaissance Man (1994),Comedy|Drama
432,Rising Sun (1993),Action|Drama|Mystery
433,"Road to Wellville, The (1994)",Comedy
434,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
435,Robin Hood: Men in Tights (1993),Comedy
436,Romeo Is Bleeding (1993),Crime|Thriller
437,Romper Stomper (1992),Action|Drama
438,Ruby in Paradise (1993),Drama
439,Rudy (1993),Drama
440,"Savage Nights (Nuits fauves, Les) (1992)",Drama
441,Schindler's List (1993),Drama|War
442,"Scout, The (1994)",Comedy|Drama
443,Searching for Bobby Fischer (1993),Drama
444,"Secret Garden, The (1993)",Children|Drama
445,Serial Mom (1994),Comedy|Crime|Horror
446,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
447,Shadowlands (1993),Drama|Romance
448,Short Cuts (1993),Drama
449,"Simple Twist of Fate, A (1994)",Drama
450,Sirens (1994),Drama
451,Six Degrees of Separation (1993),Drama
452,Sleepless in Seattle (1993),Comedy|Drama|Romance
453,Sliver (1993),Thriller
454,Blade Runner (1982),Action|Sci-Fi|Thriller
455,Son in Law (1993),Comedy|Drama|Romance
456,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
457,Striking Distance (1993),Action|Crime
458,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
459,Surviving the Game (1994),Action|Adventure|Thriller
460,Terminal Velocity (1994),Action|Mystery|Thriller
461,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
462,Threesome (1994),Comedy|Romance
463,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
464,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
465,Tombstone (1993),Action|Drama|Western
466,True Romance (1993),Crime|Thriller
467,"War Room, The (1993)",Documentary
468,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
469,Welcome to the Dollhouse (1995),Comedy|Drama
470,Germinal (1993),Drama|Romance
471,Chasers (1994),Comedy
472,Kika (1993),Comedy|Drama
473,Bhaji on the Beach (1993),Comedy|Drama
474,Little Big League (1994),Comedy|Drama
475,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
476,Spanking the Monkey (1994),Comedy|Drama
477,"Little Rascals, The (1994)",Children|Comedy
478,Andre (1994),Adventure|Children|Drama
479,"Escort, The (Scorta, La) (1993)",Crime|Thriller
480,Princess Caraboo (1994),Drama
481,"Celluloid Closet, The (1995)",Documentary
482,Dear Diary (Caro Diario) (1994),Comedy|Drama
483,"Brady Bunch Movie, The (1995)",Comedy
484,Home Alone (1990),Children|Comedy
485,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
486,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
487,Terminator 2: Judgment Day (1991),Action|Sci-Fi
488,Dances with Wolves (1990),Adventure|Drama|Western
489,Batman (1989),Action|Crime|Thriller
490,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
491,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
492,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
493,Pinocchio (1940),Animation|Children|Fantasy|Musical
494,Pretty Woman (1990),Comedy|Romance
495,"Wild Bunch, The (1969)",Adventure|Western
496,Love and a .45 (1994),Action|Comedy|Crime
497,"Great Day in Harlem, A (1994)",Documentary
498,One Fine Day (1996),Drama|Romance
499,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
500,Fargo (1996),Comedy|Crime|Drama|Thriller
501,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
502,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
503,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
504,"Pallbearer, The (1996)",Comedy
505,Jane Eyre (1996),Drama|Romance
506,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
507,"Aristocats, The (1970)",Animation|Children
508,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
509,Two Much (1995),Comedy|Romance
510,Ed (1996),Comedy
511,"Thin Line Between Love and Hate, A (1996)",Comedy
512,"Last Supper, The (1995)",Drama|Thriller
513,Primal Fear (1996),Crime|Drama|Mystery|Thriller
514,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
515,Land and Freedom (Tierra y libertad) (1995),Drama|War
516,Denise Calls Up (1995),Comedy
517,Theodore Rex (1995),Comedy
518,"Family Thing, A (1996)",Comedy|Drama
519,Frisk (1995),Drama
520,Sgt. Bilko (1996),Comedy
521,Jack and Sarah (1995),Romance
522,Girl 6 (1996),Comedy|Drama
523,Diabolique (1996),Drama|Thriller
524,Nelly & Monsieur Arnaud (1995),Drama
525,Courage Under Fire (1996),Action|Crime|Drama|War
526,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
527,Cold Fever (Á köldum klaka) (1995),Comedy|Drama
528,Moll Flanders (1996),Drama
529,Dragonheart (1996),Action|Adventure|Fantasy
530,Eddie (1996),Comedy
531,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
532,Fear (1996),Thriller
533,Kids in the Hall: Brain Candy (1996),Comedy
534,Underground (1995),Comedy|Drama|War
535,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
536,Song of the Little Road (Pather Panchali) (1955),Drama
537,"World of Apu, The (Apur Sansar) (1959)",Drama
538,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
539,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
540,Barbarella (1968),Adventure|Comedy|Sci-Fi
541,Some Folks Call It a Sling Blade (1993),Drama|Thriller
542,"Run of the Country, The (1995)",Drama
543,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
544,It's My Party (1996),Drama
545,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
546,Mrs. Winterbourne (1996),Comedy|Romance
547,Solo (1996),Action|Sci-Fi|Thriller
548,"Substitute, The (1996)",Action|Crime|Drama
549,True Crime (1996),Mystery|Thriller
550,Feeling Minnesota (1996),Drama|Romance
551,Delta of Venus (1995),Drama
552,Angus (1995),Comedy
553,Boys (1996),Drama
554,"Quest, The (1996)",Action|Adventure
555,Sunset Park (1996),Drama
556,Mulholland Falls (1996),Crime|Drama|Thriller
557,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
558,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
559,Celtic Pride (1996),Comedy
560,Flipper (1996),Adventure|Children
561,Dead Man (1995),Drama|Mystery|Western
562,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
563,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
564,Multiplicity (1996),Comedy
565,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
